Местное время в Благовещенске,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.02.2018 18:00,-13.0,743.0,,,44,Ветер; дующий с юга,2,,,50%., ,,,,,,,,,,,,,,,,,
12.12.2013 06:00,-19.5,743.8,757.0,-1.2,65,Ветер; дующий с запада,4,,11,20–30%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-24.4,,,,,,
12.12.2013 03:00,-18.8,745.0,758.2,-1.7,60,Ветер; дующий с западо-северо-запада,3,,,Облаков нет., ,,,,,,,,,,,-24.6,,,,,,
12.12.2013 00:00,-18.2,746.7,759.9,-1.3,65,Ветер; дующий с западо-северо-запада,3,,,Облаков нет., ,,,,,,,,,,,-23.2,,,,,,
11.12.2013 21:00,-17.7,748.0,761.2,-1.1,60,Ветер; дующий с запада,3,,,Облаков нет., ,,,,-15.4,,,,,,,-23.6,,,,,,
11.12.2013 18:00,-16.8,749.1,762.3,-0.1,60,Ветер; дующий с северо-запада,3,,,Облаков нет., ,,,,,,,,,,,-22.7,,,,,,
11.12.2013 15:00,-15.8,749.2,762.4,-1.2,65,Ветер; дующий с северо-запада,3,,,Облаков нет., ,,,,,,,,,,,-20.9,,,,,,
11.12.2013 12:00,-17.9,750.4,763.6,-1.2,75,Ветер; дующий с северо-запада,4,,,Облаков нет., ,,,,,,,,,,,-21.3,,,,,,
11.12.2013 09:00,-21.7,751.6,765.1,0.2,85,Ветер; дующий с северо-запада,2,,,Облаков нет.,Дымка. ,Снег или дождь со снегом.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,-22.7,,,,,,,,-23.5,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,5
11.12.2013 06:00,-22.7,751.4,764.9,-0.5,85,Штиль; безветрие,0,,,Облаков нет.,Дымка. ,Снег или дождь со снегом.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-24.6,,,,,,
11.12.2013 03:00,-20.9,751.9,765.3,-0.3,90,Штиль; безветрие,0,,,Облаков нет.,Алмазная пыль (с туманом или без него). ,Снег или дождь со снегом.,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,,,,,,,,,-22.1,,,,,,
11.12.2013 00:00,-20.6,752.2,765.7,-0.2,85,Штиль; безветрие,0,,,Облаков нет., ,,,,,,,,,,,-22.5,,,,,,
10.12.2013 21:00,-19.6,752.4,765.8,0.2,85,Штиль; безветрие,0,,,100%., ,,,,-12.7,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перисто-слоистые; покрывающие все небо.,,-21.5,Осадков нет,12,,,,
10.12.2013 18:00,-18.9,752.2,765.6,1.2,85,Ветер; дующий с севера,1,,,100%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перисто-кучевые одни или перисто-кучевые; сопровождаемые перистыми или перисто-слоистыми; либо те и другие; но перисто-кучевые преобладают среди них.,,-20.8,,,,,,
10.12.2013 15:00,-12.8,751.0,764.0,-0.1,70,Ветер; дующий с востоко-северо-востока,1,,,60%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перисто-кучевые одни или перисто-кучевые; сопровождаемые перистыми или перисто-слоистыми; либо те и другие; но перисто-кучевые преобладают среди них.,,-17.1,,,,,,
10.12.2013 12:00,-14.5,751.1,764.2,0.0,80,Ветер; дующий с северо-запада,3,,,100%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перисто-слоистые; покрывающие все небо.,,-17.2,,,,,,
10.12.2013 09:00,-18.3,751.1,764.4,0.8,85,Ветер; дующий с запада,2,,,90  или более; но не 100%,Дымка. ,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,-20.0,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-20.2,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,5
10.12.2013 06:00,-20.0,750.3,763.6,-0.1,85,Ветер; дующий с запада,1,,,Облаков нет.,Дымка. ,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,,,,,,,,-21.9,,,,,,
10.12.2013 03:00,-19.1,750.4,763.8,0.0,90,Ветер; дующий с запада,2,,,Облаков нет.,Дымка. ,Снег или дождь со снегом.,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,,,,,,,,,-20.3,,,,,,
10.12.2013 00:00,-19.8,750.4,763.8,-0.4,90,Ветер; дующий с юго-юго-запада,1,,,60%.,Дымка. ,Снег или дождь со снегом.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,60%.,2500 или более; или облаков нет.,"Высококучевые просвечивающие; полосами; либо один или несколько слоев высококучевых просвечивающих; распространяющихся по небу; эти высококучевые в целом уплотняются.",Перистых; перисто-кучевых или перисто-слоистых нет.,,-21.0,,,,,,
09.12.2013 21:00,-17.2,750.8,764.0,-0.2,90,Ветер; дующий с западо-северо-запада,1,,,70 – 80%.,Алмазная пыль (с туманом или без него). ,Снег или дождь со снегом.,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,,-9.6,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,70 – 80%.,2500 или более; или облаков нет.,"Высококучевые просвечивающие; полосами; либо один или несколько слоев высококучевых просвечивающих; распространяющихся по небу; эти высококучевые в целом уплотняются.",Перистых; перисто-кучевых или перисто-слоистых нет.,,-18.4,Осадков нет,12,,,,
09.12.2013 18:00,-15.4,751.0,764.2,0.3,75,Ветер; дующий с юго-юго-востока,1,,,Облаков нет., ,,,,,,,,,,,-18.8,,,,,,
09.12.2013 15:00,-9.9,750.7,763.5,-1.0,56,Штиль; безветрие,0,,,Облаков нет., ,,,,,,,,,,,-17.1,,,,,,
09.12.2013 12:00,-12.2,751.7,764.7,-1.0,75,Штиль; безветрие,0,,,Облаков нет., ,,,,,,,,,,,-15.7,,,,,,
09.12.2013 09:00,-19.4,752.7,766.1,0.0,85,Ветер; дующий с запада,3,,,Облаков нет., ,,,-19.4,,,,,,,,-21.3,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,6
09.12.2013 06:00,-18.8,752.7,766.0,-0.8,85,Ветер; дующий с северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-20.7,,,,,,
09.12.2013 03:00,-18.2,753.5,766.9,-0.3,85,Ветер; дующий с запада,2,,,Облаков нет., ,,,,,,,,,,,-20.1,,,,,,
09.12.2013 00:00,-17.5,753.8,767.1,-0.6,85,Ветер; дующий с северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-19.4,,,,,,
08.12.2013 21:00,-15.1,754.4,767.5,-0.3,80,Ветер; дующий с запада,2,,,70 – 80%., ,,,,-9.2,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-17.8,Осадков нет,12,,,,
08.12.2013 18:00,-13.6,754.7,767.8,0.1,80,Ветер; дующий с юго-юго-востока,1,,,90  или более; но не 100%, ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-16.3,,,,,,
08.12.2013 15:00,-9.7,754.6,767.5,-0.9,50,Ветер; дующий с северо-запада,1,,,100%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-18.2,,,,,,
08.12.2013 12:00,-13.0,755.5,768.5,-0.5,75,Ветер; дующий с запада,1,,,70 – 80%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-16.5,,,,,,
08.12.2013 09:00,-17.8,756.0,769.4,0.5,80,Ветер; дующий с запада,2,,,100%., ,,,-18.4,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-20.4,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,6
08.12.2013 06:00,-17.5,755.5,768.8,-0.3,85,Ветер; дующий с запада,2,,,Облаков нет., ,,,,,,,,,,,-19.4,,,,,,
08.12.2013 03:00,-16.7,755.8,769.1,0.4,80,Ветер; дующий с запада,2,,,Облаков нет., ,,,,,,,,,,,-19.3,,,,,,
08.12.2013 00:00,-15.2,755.4,768.6,-0.2,80,Ветер; дующий с запада,2,,,Облаков нет., ,,,,,,,,,,,-17.9,,,,,,
07.12.2013 21:00,-14.7,755.6,768.7,0.4,80,Штиль; безветрие,0,,,Облаков нет., ,,,,-8.2,,,,,,,-17.4,Осадков нет,12,,,,
07.12.2013 18:00,-12.8,755.2,768.3,0.8,65,Ветер; дующий с юго-юго-востока,1,,,Облаков нет., ,,,,,,,,,,,-18.0,,,,,,
07.12.2013 15:00,-8.5,754.4,767.2,0.1,49,Ветер; дующий с запада,1,,,Облаков нет., ,,,,,,,,,,,-17.5,,,,,,
07.12.2013 12:00,-11.2,754.3,767.2,0.3,61,Ветер; дующий с северо-запада,3,,,70 – 80%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,70 – 80%.,2500 или более; или облаков нет.,"Клочья (часто чечевицеобразные) высококучевых просвечивающих; непрерывно изменяющихся; расположены на одном или более уровнях.",Перистых; перисто-кучевых или перисто-слоистых нет.,,-17.4,,,,,,
07.12.2013 09:00,-14.8,754.0,767.1,1.2,70,Ветер; дующий с северо-запада,3,,,60%., ,,,-14.7,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,60%.,2500 или более; или облаков нет.,"Клочья (часто чечевицеобразные) высококучевых просвечивающих; непрерывно изменяющихся; расположены на одном или более уровнях.",Перистых; перисто-кучевых или перисто-слоистых нет.,,-19.1,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,6
07.12.2013 06:00,-14.0,752.8,766.0,0.8,65,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-19.2,,,,,,
07.12.2013 03:00,-11.4,752.0,765.0,0.7,60,Ветер; дующий с северо-северо-запада,2,,,Облаков нет., ,,,,,,,,,,,-17.6,,,,,,
07.12.2013 00:00,-9.0,751.3,764.0,0.5,56,Ветер; дующий с северо-запада,3,,,100%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-16.3,,,,,,
06.12.2013 21:00,-8.8,750.8,763.6,0.3,59,Ветер; дующий с западо-северо-запада,3,,,100%., ,,,,-7.4,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-15.4,Осадков нет,12,,,,
06.12.2013 18:00,-8.6,750.5,763.3,1.0,54,Ветер; дующий с западо-северо-запада,2,,,90  или более; но не 100%, ,,,,,Слоисто-кучевые; образовавшиеся не из кучевых.,90  или более; но не 100%,1000-1500,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-16.4,,,,,,
06.12.2013 15:00,-8.2,749.5,762.2,-0.3,52,Ветер; дующий с северо-запада,3,,,90  или более; но не 100%, ,,,,,Слоисто-кучевые; образовавшиеся не из кучевых.,60%.,2500 или более; или облаков нет.,Высококучевые просвечивающие; расположенные на одном уровне.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-16.3,,,,,,
06.12.2013 12:00,-8.9,749.8,762.5,-0.1,59,Ветер; дующий с запада,3,,,70 – 80%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,60%.,2500 или более; или облаков нет.,"Клочья (часто чечевицеобразные) высококучевых просвечивающих; непрерывно изменяющихся; расположены на одном или более уровнях.",Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-15.6,,,,,,
06.12.2013 09:00,-10.2,749.9,762.7,0.5,65,Ветер; дующий с северо-запада,4,,,90  или более; но не 100%, ,,,-10.2,,Слоисто-кучевые; образовавшиеся не из кучевых.,40%.,1000-1500,Высококучевые просвечивающие; расположенные на одном уровне.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-15.5,0.5,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,6
06.12.2013 06:00,-10.0,749.4,762.2,0.1,65,Ветер; дующий с северо-северо-запада,3,,,100%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высококучевые; просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое; не распространяющиеся но небу; либо высококучевые с высокослоистыми или слоисто-дождевыми.,,,-15.4,,,,,,
06.12.2013 03:00,-8.8,749.3,762.1,0.0,65,Ветер; дующий с северо-северо-запада,3,,,100%.,Состояние неба в общем не изменилось. ,Снег или дождь со снегом.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,90  или более; но не 100%,2500 или более; или облаков нет.,"Высококучевые просвечивающие; полосами; либо один или несколько слоев высококучевых просвечивающих; распространяющихся по небу; эти высококучевые в целом уплотняются.",Перистые (часто в виде полос) и перисто-слоистые; распространяющиеся по небу и в целом обычно уплотняющиеся; но сплошная пелена поднимается над горизонтом менее чем на 45°.,,-14.2,,,,,,
06.12.2013 00:00,-8.7,749.3,762.1,0.0,68,Ветер; дующий с северо-запада,3,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег или дождь со снегом.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-13.6,,,,,,
05.12.2013 21:00,-8.1,749.3,762.1,0.2,76,Ветер; дующий с западо-северо-запада,4,,,100%.,Снег с перерывами слабый в срок наблюдения. ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,-5.7,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высококучевые; просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое; не распространяющиеся но небу; либо высококучевые с высокослоистыми или слоисто-дождевыми.,,,-11.7,0.1,12,,,,
05.12.2013 18:00,-7.9,749.1,761.8,0.7,70,Ветер; дующий с северо-запада,3,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-12.5,,,,,,
05.12.2013 15:00,-6.1,748.4,761.1,0.0,66,Ветер; дующий с западо-северо-запада,2,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-11.5,,,,,,
05.12.2013 12:00,-6.2,748.4,761.1,-0.4,66,Ветер; дующий с запада,3,,,100%.,Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,60%.,2500 или более; или облаков нет.,Высококучевые; просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое; не распространяющиеся но небу; либо высококучевые с высокослоистыми или слоисто-дождевыми.,Перисто-слоистые; покрывающие все небо.,,-11.6,,,,,,
05.12.2013 09:00,-7.8,748.8,761.5,0.2,64,Ветер; дующий с западо-северо-запада,3,,,100%.,Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ,Песчаная или пыльная буря или снежная низовая метель.,Облака покрывали более половины неба в течение всего соответствующего периода.,-9.1,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,70 – 80%.,2500 или более; или облаков нет.,Высококучевые; просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое; не распространяющиеся но небу; либо высококучевые с высокослоистыми или слоисто-дождевыми.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-13.4,Следы осадков,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,8
05.12.2013 06:00,-7.8,748.6,761.4,-0.1,68,Ветер; дующий с запада,3,,,90  или более; но не 100%, ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,90  или более; но не 100%,2500 или более; или облаков нет.,Высококучевые просвечивающие; расположенные на одном уровне.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-12.8,,,,,,
05.12.2013 03:00,-7.0,748.7,761.4,-0.1,72,Ветер; дующий с западо-северо-запада,2,,,90  или более; но не 100%,Состояние неба в общем не изменилось. ,Снег или дождь со снегом.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,90  или более; но не 100%,2500 или более; или облаков нет.,Высококучевые просвечивающие; расположенные на одном уровне.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-11.3,,,,,,
05.12.2013 00:00,-9.0,748.8,761.5,0.3,80,Ветер; дующий с запада,1,,,100%.,Состояние неба в общем не изменилось. ,Снег или дождь со снегом.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,70 – 80%.,2500 или более; или облаков нет.,Высокослоистые непросвечивающие или слоисто-дождевые.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-11.9,,,,,,
04.12.2013 21:00,-8.2,748.5,761.2,0.8,84,Ветер; дующий с северо-запада,3,,12,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,-4.8,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-10.5,2,12,,,,
04.12.2013 18:00,-7.8,747.7,760.4,0.0,79,Ветер; дующий с северо-северо-запада,4,10,12,100%.,Снег с перерывами слабый в срок наблюдения. ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-10.9,,,,,,
04.12.2013 15:00,-7.8,747.7,760.4,3.3,79,Ветер; дующий с северо-северо-запада,4,10,12,100%.,Снег с перерывами слабый в срок наблюдения. ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-10.9,,,,,,
04.12.2013 12:00,-5.5,744.4,757.0,0.3,82,Ветер; дующий с северо-запада,4,11,12,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег или дождь со снегом.,Песчаная или пыльная буря или снежная низовая метель.,,,"Слоистые разорванные или кучевые разорванные облака плохой погоды; либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",50%.,600-1000,Высококучевые; просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое; не распространяющиеся но небу; либо высококучевые с высокослоистыми или слоисто-дождевыми.,,,-8.1,,,,,,
04.12.2013 09:00,-5.3,744.1,756.5,-0.1,93,Штиль; безветрие,0,,,100%.,Снег непрерывный умеренный в срок наблюдения. ,Снег или дождь со снегом.,Облака покрывали более половины неба в течение всего соответствующего периода.,-8.2,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,600-1000,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-6.3,3,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,7
04.12.2013 06:00,-6.3,744.2,756.7,-1.4,97,Ветер; дующий с юга,2,,,100%.,Снег непрерывный умеренный в срок наблюдения. ,Снег или дождь со снегом.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,600-1000,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-6.7,,,,,,
04.12.2013 03:00,-7.4,745.6,758.2,-1.3,85,Ветер; дующий с юго-востока,2,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег или дождь со снегом.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые непросвечивающие или слоисто-дождевые.,,,-9.5,,,,,,
04.12.2013 00:00,-7.8,746.9,759.6,-1.2,81,Ветер; дующий с юга,1,,,100%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высококучевые; просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое; не распространяющиеся но небу; либо высококучевые с высокослоистыми или слоисто-дождевыми.,,,-10.5,,,,,,
03.12.2013 21:00,-8.2,748.1,760.8,-1.0,78,Ветер; дующий с юга,2,,,70 – 80%., ,,,,-7.0,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,70 – 80%.,2500 или более; или облаков нет.,Высококучевые просвечивающие; расположенные на одном уровне.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-11.4,Осадков нет,12,,,,
03.12.2013 18:00,-7.6,749.1,761.8,-0.7,79,Ветер; дующий с юго-востока,2,,,100%., ,,,,,Слоисто-кучевые; образовавшиеся не из кучевых.,40%.,1000-1500,Высококучевые; просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое; не распространяющиеся но небу; либо высококучевые с высокослоистыми или слоисто-дождевыми.,,,-10.7,,,,,,
03.12.2013 15:00,-7.0,749.8,762.6,-1.5,72,Ветер; дующий с юго-востока,2,,,100%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высококучевые; просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое; не распространяющиеся но небу; либо высококучевые с высокослоистыми или слоисто-дождевыми.,,,-11.3,,,,,,
03.12.2013 12:00,-8.7,751.3,764.1,-0.9,77,Ветер; дующий с юго-юго-востока,2,,,100%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высококучевые; просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое; не распространяющиеся но небу; либо высококучевые с высокослоистыми или слоисто-дождевыми.,,,-12.0,,,,,,
03.12.2013 09:00,-10.8,752.2,765.1,0.3,85,Ветер; дующий с юга,1,,,100%., ,,,-11.8,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высококучевые; просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое; не распространяющиеся но небу; либо высококучевые с высокослоистыми или слоисто-дождевыми.,,,-12.8,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,4
03.12.2013 06:00,-11.8,751.9,764.8,0.3,85,Ветер; дующий с юго-востока,1,,,40%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-13.8,,,,,,
03.12.2013 03:00,-9.9,751.6,764.5,0.1,78,Ветер; дующий с востоко-юго-востока,1,,,100%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перисто-слоистые; покрывающие все небо.,,-13.0,,,,,,
03.12.2013 00:00,-10.1,751.5,764.3,0.0,80,Ветер; дующий с юго-юго-востока,2,,,100%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перисто-слоистые; покрывающие все небо.,,-12.9,,,,,,
02.12.2013 21:00,-9.4,751.5,764.3,0.6,76,Штиль; безветрие,0,,,100%., ,,,,-5.6,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перисто-слоистые; покрывающие все небо.,,-12.9,Осадков нет,12,,,,
02.12.2013 18:00,-8.6,750.9,763.6,1.1,69,Ветер; дующий с востоко-северо-востока,1,,,60%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,60%.,2500 или более; или облаков нет.,Высококучевые просвечивающие; расположенные на одном уровне.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-13.4,,,,,,
02.12.2013 15:00,-6.0,749.8,762.5,-0.4,62,Ветер; дующий с востоко-юго-востока,2,,,70 – 80%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,70 – 80%.,2500 или более; или облаков нет.,Высококучевые просвечивающие; расположенные на одном уровне.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-12.2,,,,,,
02.12.2013 12:00,-7.5,750.2,763.0,0.4,71,Ветер; дующий с запада,2,,,Облаков нет., ,,,,,,,,,,,-11.9,,,,,,
